,ts_event,price
63,2024-10-21 11:59:40+00:00,233.61
64,2024-10-21 11:59:45+00:00,
65,2024-10-21 11:59:50+00:00,
66,2024-10-21 11:59:55+00:00,233.59
67,2024-10-21 12:00:00+00:00,233.56
68,2024-10-21 12:00:05+00:00,233.89
69,2024-10-21 12:00:10+00:00,233.65
70,2024-10-21 12:00:15+00:00,233.44
71,2024-10-21 12:00:20+00:00,
72,2024-10-21 12:00:25+00:00,
73,2024-10-21 12:00:30+00:00,233.42
74,2024-10-21 12:00:35+00:00,233.44
75,2024-10-21 12:00:40+00:00,233.87
76,2024-10-21 12:00:45+00:00,
77,2024-10-21 12:00:50+00:00,233.39
78,2024-10-21 12:00:55+00:00,233.45
79,2024-10-21 12:01:00+00:00,233.5
80,2024-10-21 12:01:05+00:00,233.59
81,2024-10-21 12:01:10+00:00,233.44
82,2024-10-21 12:01:15+00:00,
83,2024-10-21 12:01:20+00:00,
84,2024-10-21 12:01:25+00:00,
85,2024-10-21 12:01:30+00:00,233.5
86,2024-10-21 12:01:35+00:00,233.78
87,2024-10-21 12:01:40+00:00,233.48
88,2024-10-21 12:01:45+00:00,233.42
89,2024-10-21 12:01:50+00:00,233.43
90,2024-10-21 12:01:55+00:00,233.6
91,2024-10-21 12:02:00+00:00,233.74
92,2024-10-21 12:02:05+00:00,233.77
93,2024-10-21 12:02:10+00:00,
94,2024-10-21 12:02:15+00:00,233.84
95,2024-10-21 12:02:20+00:00,
96,2024-10-21 12:02:25+00:00,
97,2024-10-21 12:02:30+00:00,233.43
98,2024-10-21 12:02:35+00:00,
99,2024-10-21 12:02:40+00:00,233.6
100,2024-10-21 12:02:45+00:00,233.51
101,2024-10-21 12:02:50+00:00,233.86
102,2024-10-21 12:02:55+00:00,233.49
103,2024-10-21 12:03:00+00:00,233.5
104,2024-10-21 12:03:05+00:00,
105,2024-10-21 12:03:10+00:00,
106,2024-10-21 12:03:15+00:00,
107,2024-10-21 12:03:20+00:00,233.48
108,2024-10-21 12:03:25+00:00,
109,2024-10-21 12:03:30+00:00,
110,2024-10-21 12:03:35+00:00,233.4
111,2024-10-21 12:03:40+00:00,
112,2024-10-21 12:03:45+00:00,
113,2024-10-21 12:03:50+00:00,
114,2024-10-21 12:03:55+00:00,233.52
115,2024-10-21 12:04:00+00:00,233.58
116,2024-10-21 12:04:05+00:00,233.53
117,2024-10-21 12:04:10+00:00,233.82
118,2024-10-21 12:04:15+00:00,233.52
119,2024-10-21 12:04:20+00:00,
120,2024-10-21 12:04:25+00:00,233.57
121,2024-10-21 12:04:30+00:00,
122,2024-10-21 12:04:35+00:00,
123,2024-10-21 12:04:40+00:00,234.15
124,2024-10-21 12:04:45+00:00,233.72
125,2024-10-21 12:04:50+00:00,233.58
126,2024-10-21 12:04:55+00:00,
127,2024-10-21 12:05:00+00:00,233.77
128,2024-10-21 12:05:05+00:00,234.15
129,2024-10-21 12:05:10+00:00,
130,2024-10-21 12:05:15+00:00,233.82
131,2024-10-21 12:05:20+00:00,
132,2024-10-21 12:05:25+00:00,233.67
133,2024-10-21 12:05:30+00:00,233.7
134,2024-10-21 12:05:35+00:00,233.52
135,2024-10-21 12:05:40+00:00,233.65
136,2024-10-21 12:05:45+00:00,233.65
137,2024-10-21 12:05:50+00:00,233.57
138,2024-10-21 12:05:55+00:00,233.58
139,2024-10-21 12:06:00+00:00,
140,2024-10-21 12:06:05+00:00,233.88
141,2024-10-21 12:06:10+00:00,
142,2024-10-21 12:06:15+00:00,233.64
143,2024-10-21 12:06:20+00:00,233.64
144,2024-10-21 12:06:25+00:00,233.94
145,2024-10-21 12:06:30+00:00,233.57
146,2024-10-21 12:06:35+00:00,233.92
147,2024-10-21 12:06:40+00:00,
148,2024-10-21 12:06:45+00:00,233.66
149,2024-10-21 12:06:50+00:00,233.65
150,2024-10-21 12:06:55+00:00,233.7
151,2024-10-21 12:07:00+00:00,233.93
152,2024-10-21 12:07:05+00:00,233.7
153,2024-10-21 12:07:10+00:00,
154,2024-10-21 12:07:15+00:00,
155,2024-10-21 12:07:20+00:00,233.96
156,2024-10-21 12:07:25+00:00,
157,2024-10-21 12:07:30+00:00,233.71
158,2024-10-21 12:07:35+00:00,
159,2024-10-21 12:07:40+00:00,
160,2024-10-21 12:07:45+00:00,
161,2024-10-21 12:07:50+00:00,233.75
162,2024-10-21 12:07:55+00:00,234.05
163,2024-10-21 12:08:00+00:00,
164,2024-10-21 12:08:05+00:00,233.75
165,2024-10-21 12:08:10+00:00,233.94
166,2024-10-21 12:08:15+00:00,
167,2024-10-21 12:08:20+00:00,233.73
168,2024-10-21 12:08:25+00:00,233.77
169,2024-10-21 12:08:30+00:00,
170,2024-10-21 12:08:35+00:00,233.76
171,2024-10-21 12:08:40+00:00,233.91
172,2024-10-21 12:08:45+00:00,233.9
173,2024-10-21 12:08:50+00:00,
174,2024-10-21 12:08:55+00:00,233.9
175,2024-10-21 12:09:00+00:00,233.81
176,2024-10-21 12:09:05+00:00,233.82
177,2024-10-21 12:09:10+00:00,234.07
178,2024-10-21 12:09:15+00:00,233.83
179,2024-10-21 12:09:20+00:00,
180,2024-10-21 12:09:25+00:00,233.82
181,2024-10-21 12:09:30+00:00,233.9
182,2024-10-21 12:09:35+00:00,233.97
183,2024-10-21 12:09:40+00:00,233.95
184,2024-10-21 12:09:45+00:00,234.06
185,2024-10-21 12:09:50+00:00,234.06
186,2024-10-21 12:09:55+00:00,234.12
187,2024-10-21 12:10:00+00:00,233.87
188,2024-10-21 12:10:05+00:00,
189,2024-10-21 12:10:10+00:00,233.84
190,2024-10-21 12:10:15+00:00,233.99
191,2024-10-21 12:10:20+00:00,233.88
192,2024-10-21 12:10:25+00:00,233.95
193,2024-10-21 12:10:30+00:00,233.81
194,2024-10-21 12:10:35+00:00,234.18
195,2024-10-21 12:10:40+00:00,234.17
196,2024-10-21 12:10:45+00:00,233.88
197,2024-10-21 12:10:50+00:00,234.06
198,2024-10-21 12:10:55+00:00,233.77
199,2024-10-21 12:11:00+00:00,233.88
200,2024-10-21 12:11:05+00:00,233.82
201,2024-10-21 12:11:10+00:00,233.83
202,2024-10-21 12:11:15+00:00,233.78
203,2024-10-21 12:11:20+00:00,233.76
204,2024-10-21 12:11:25+00:00,234.06
205,2024-10-21 12:11:30+00:00,233.78
206,2024-10-21 12:11:35+00:00,233.82
207,2024-10-21 12:11:40+00:00,233.82
208,2024-10-21 12:11:45+00:00,233.83
209,2024-10-21 12:11:50+00:00,233.79
210,2024-10-21 12:11:55+00:00,233.83
211,2024-10-21 12:12:00+00:00,233.82
212,2024-10-21 12:12:05+00:00,233.82
213,2024-10-21 12:12:10+00:00,233.83
214,2024-10-21 12:12:15+00:00,
215,2024-10-21 12:12:20+00:00,233.78
216,2024-10-21 12:12:25+00:00,233.78
217,2024-10-21 12:12:30+00:00,233.87
218,2024-10-21 12:12:35+00:00,
219,2024-10-21 12:12:40+00:00,233.76
220,2024-10-21 12:12:45+00:00,233.72
